P1A	P2A	P1B	P2B	Jaccard
Q92769	P51532	Q92769	Q09028	0.415384615385
Q92769	P51532	Q92769	Q12834	0.0625
Q92769	P51532	Q92769	Q12873	1.0
Q92769	P51532	Q92769	Q13242	0.123076923077
Q92769	P51532	Q92769	Q13363	0.136363636364
Q92769	P51532	Q92769	Q13535	1.0
Q92769	P51532	Q92769	Q13547	0.0875
Q92769	P51532	Q92769	Q13573	0.0
Q92769	P51532	Q92769	Q13620	0.0615384615385
Q92769	P51532	Q92769	Q14839	1.0
Q92769	P51532	Q92769	Q15014	0.0882352941176
Q92769	P51532	Q92769	Q15022	1.0
Q92769	P51532	Q92769	Q15796	0.0175438596491
Q92769	P51532	Q92769	Q15910	0.0175438596491
Q92769	P51532	Q92769	Q16576	0.0645161290323
Q92769	P51532	Q92769	Q16695	0.0327868852459
Q92769	P51532	Q92769	Q16777	0.0
Q92769	P51532	Q92769	Q16778	0.0
Q92769	P51532	Q92769	Q59FP7	1.0
Q92769	P51532	Q92769	Q66X48	1.0
Q92769	P51532	Q92769	Q7Z6Z7	1.0
Q92769	P51532	Q92769	Q86X95	0.0
Q92769	P51532	Q92769	Q86YP4	0.0172413793103
Q92769	P51532	Q92769	Q8N5A5	0.0
Q92769	P51532	Q92769	Q8N9Q1	0.0
Q92769	P51532	Q92769	Q8NHZ7	0.0357142857143
Q92769	P51532	Q92769	Q8TDI0	1.0
Q92769	P62805	Q92769	P62805	1.0
Q92769	P62805	Q92769	P68400	0.529411764706
Q92769	P62805	Q92769	P68431	0.333333333333
Q92769	P62805	Q92769	Q01826	0.111111111111
Q92769	P62805	Q92769	Q01844	0.1
Q92769	P62805	Q92769	Q04206	0.184210526316
Q92769	P62805	Q92769	Q09028	0.184210526316
Q92769	P62805	Q92769	Q12834	0.75
Q92769	P62805	Q92769	Q12873	0.0655737704918
Q92769	P62805	Q92769	Q13242	0.444444444444
Q92769	P62805	Q92769	Q13363	0.4
Q92769	P62805	Q92769	Q13535	0.0655737704918
Q92769	P62805	Q92769	Q13547	0.142857142857
Q92769	P62805	Q92769	Q13573	0.0
Q92769	P62805	Q92769	Q13620	0.692307692308
Q92769	P62805	Q92769	Q14839	0.0655737704918
Q92769	P62805	Q92769	Q15014	0.421052631579
Q92769	P62805	Q92769	Q15022	0.0655737704918
Q92769	P62805	Q92769	Q15796	0.1
Q92769	P62805	Q92769	Q15910	0.1
Q92769	P62805	Q92769	Q16576	0.727272727273
Q92769	P62805	Q92769	Q16695	0.230769230769
Q92769	P62805	Q92769	Q16777	0.0
Q92769	P62805	Q92769	Q16778	0.0
Q92769	P62805	Q92769	Q59FP7	0.0655737704918
Q92769	P62805	Q92769	Q66X48	0.0655737704918
Q92769	P62805	Q92769	Q7Z6Z7	0.0655737704918
Q92769	P62805	Q92769	Q86X95	0.0
Q92769	P62805	Q92769	Q86YP4	0.0909090909091
Q92769	P62805	Q92769	Q8N5A5	0.0
Q92769	P62805	Q92769	Q8N9Q1	0.0
Q92769	P62805	Q92769	Q8NHZ7	0.222222222222
Q92769	P62805	Q92769	Q8TDI0	0.0655737704918
Q92769	P68400	Q92769	P68400	1.0
Q92769	P68400	Q92769	P68431	0.333333333333
Q92769	P68400	Q92769	Q01826	0.0588235294118
Q92769	P68400	Q92769	Q01844	0.117647058824
Q92769	P68400	Q92769	Q04206	0.261904761905
Q92769	P68400	Q92769	Q09028	0.261904761905
Q92769	P68400	Q92769	Q12834	0.611111111111
Q92769	P68400	Q92769	Q12873	0.123076923077
Q92769	P68400	Q92769	Q13242	0.619047619048
Q92769	P68400	Q92769	Q13363	0.5
Q92769	P68400	Q92769	Q13535	0.123076923077
Q92769	P68400	Q92769	Q13547	0.170731707317
Q92769	P68400	Q92769	Q13573	0.0
Q92769	P68400	Q92769	Q13620	0.578947368421
Q92769	P68400	Q92769	Q14839	0.123076923077
Q92769	P68400	Q92769	Q15014	0.458333333333
Q92769	P68400	Q92769	Q15022	0.123076923077
Q92769	P68400	Q92769	Q15796	0.117647058824
Q92769	P68400	Q92769	Q15910	0.117647058824
Q92769	P68400	Q92769	Q16576	0.5
Q92769	P68400	Q92769	Q16695	0.263157894737
Q92769	P68400	Q92769	Q16777	0.0
Q92769	P68400	Q92769	Q16778	0.0
Q92769	P68400	Q92769	Q59FP7	0.123076923077
Q92769	P68400	Q92769	Q66X48	0.123076923077
Q92769	P68400	Q92769	Q7Z6Z7	0.123076923077
Q92769	P68400	Q92769	Q86X95	0.0588235294118
Q92769	P68400	Q92769	Q86YP4	0.111111111111
Q92769	P68400	Q92769	Q8N5A5	0.0
Q92769	P68400	Q92769	Q8N9Q1	0.0588235294118
Q92769	P68400	Q92769	Q8NHZ7	0.117647058824
Q92769	P68400	Q92769	Q8TDI0	0.123076923077
Q92769	P68431	Q92769	P68431	1.0
Q92769	P68431	Q92769	Q01826	0.0
Q92769	P68431	Q92769	Q01844	0.125
Q92769	P68431	Q92769	Q04206	0.131578947368
Q92769	P68431	Q92769	Q09028	0.131578947368
Q92769	P68431	Q92769	Q12834	0.357142857143
Q92769	P68431	Q92769	Q12873	0.0161290322581
Q92769	P68431	Q92769	Q13242	0.333333333333
Q92769	P68431	Q92769	Q13363	0.3
Q92769	P68431	Q92769	Q13535	0.0161290322581
Q92769	P68431	Q92769	Q13547	0.117647058824
Q92769	P68431	Q92769	Q13573	0.0
Q92769	P68431	Q92769	Q13620	0.333333333333
Q92769	P68431	Q92769	Q14839	0.0161290322581
Q92769	P68431	Q92769	Q15014	0.388888888889
Q92769	P68431	Q92769	Q15022	0.0161290322581
Q92769	P68431	Q92769	Q15796	0.125
Q92769	P68431	Q92769	Q15910	0.125
Q92769	P68431	Q92769	Q16576	0.307692307692
Q92769	P68431	Q92769	Q16695	0.4
Q92769	P68431	Q92769	Q16777	0.0
Q92769	P68431	Q92769	Q16778	0.0
Q92769	P68431	Q92769	Q59FP7	0.0161290322581
Q92769	P68431	Q92769	Q66X48	0.0161290322581
Q92769	P68431	Q92769	Q7Z6Z7	0.0161290322581
Q92769	P68431	Q92769	Q86X95	0.142857142857
Q92769	P68431	Q92769	Q86YP4	0.111111111111
Q92769	P68431	Q92769	Q8N5A5	0.0
Q92769	P68431	Q92769	Q8N9Q1	0.142857142857
Q92769	P68431	Q92769	Q8NHZ7	0.0
Q92769	P68431	Q92769	Q8TDI0	0.0161290322581
Q92769	Q01826	Q92769	Q01826	1.0
Q92769	Q01826	Q92769	Q01844	0.5
Q92769	Q01826	Q92769	Q04206	0.0277777777778
Q92769	Q01826	Q92769	Q09028	0.0277777777778
Q92769	Q01826	Q92769	Q12834	0.0833333333333
Q92769	Q01826	Q92769	Q12873	0.0178571428571
Q92769	Q01826	Q92769	Q13242	0.0588235294118
Q92769	Q01826	Q92769	Q13363	0.0526315789474
Q92769	Q01826	Q92769	Q13535	0.0178571428571
Q92769	Q01826	Q92769	Q13547	0.0
Q92769	Q01826	Q92769	Q13573	0.0
Q92769	Q01826	Q92769	Q13620	0.0769230769231
Q92769	Q01826	Q92769	Q14839	0.0178571428571
Q92769	Q01826	Q92769	Q15014	0.0555555555556
Q92769	Q01826	Q92769	Q15022	0.0178571428571
Q92769	Q01826	Q92769	Q15796	0.5
Q92769	Q01826	Q92769	Q15910	0.5
Q92769	Q01826	Q92769	Q16576	0.1
Q92769	Q01826	Q92769	Q16695	0.0
Q92769	Q01826	Q92769	Q16777	0.0
Q92769	Q01826	Q92769	Q16778	0.0
Q92769	Q01826	Q92769	Q59FP7	0.0178571428571
Q92769	Q01826	Q92769	Q66X48	0.0178571428571
Q92769	Q01826	Q92769	Q7Z6Z7	0.0178571428571
Q92769	Q01826	Q92769	Q86X95	0.0
Q92769	Q01826	Q92769	Q86YP4	0.333333333333
Q92769	Q01826	Q92769	Q8N5A5	0.0
Q92769	Q01826	Q92769	Q8N9Q1	0.0
Q92769	Q01826	Q92769	Q8NHZ7	0.5
Q92769	Q01826	Q92769	Q8TDI0	0.0178571428571
Q92769	Q01844	Q92769	Q01844	1.0
Q92769	Q01844	Q92769	Q04206	0.0555555555556
Q92769	Q01844	Q92769	Q09028	0.0555555555556
Q92769	Q01844	Q92769	Q12834	0.166666666667
Q92769	Q01844	Q92769	Q12873	0.0175438596491
Q92769	Q01844	Q92769	Q13242	0.117647058824
Q92769	Q01844	Q92769	Q13363	0.105263157895
Q92769	Q01844	Q92769	Q13535	0.0175438596491
Q92769	Q01844	Q92769	Q13547	0.03125
Q92769	Q01844	Q92769	Q13573	0.0
Q92769	Q01844	Q92769	Q13620	0.153846153846
Q92769	Q01844	Q92769	Q14839	0.0175438596491
Q92769	Q01844	Q92769	Q15014	0.111111111111
Q92769	Q01844	Q92769	Q15022	0.0175438596491
Q92769	Q01844	Q92769	Q15796	1.0
Q92769	Q01844	Q92769	Q15910	1.0
Q92769	Q01844	Q92769	Q16576	0.0909090909091
Q92769	Q01844	Q92769	Q16695	0.125
Q92769	Q01844	Q92769	Q16777	0.0
Q92769	Q01844	Q92769	Q16778	0.0
Q92769	Q01844	Q92769	Q59FP7	0.0175438596491
Q92769	Q01844	Q92769	Q66X48	0.0175438596491
Q92769	Q01844	Q92769	Q7Z6Z7	0.0175438596491
Q92769	Q01844	Q92769	Q86X95	0.5
Q92769	Q01844	Q92769	Q86YP4	0.666666666667
Q92769	Q01844	Q92769	Q8N5A5	0.0
Q92769	Q01844	Q92769	Q8N9Q1	0.5
Q92769	Q01844	Q92769	Q8NHZ7	0.333333333333
Q92769	Q01844	Q92769	Q8TDI0	0.0175438596491
Q92769	Q04206	Q92769	Q04206	1.0
Q92769	Q04206	Q92769	Q09028	1.0
Q92769	Q04206	Q92769	Q12834	0.230769230769
Q92769	Q04206	Q92769	Q12873	0.415384615385
Q92769	Q04206	Q92769	Q13242	0.292682926829
Q92769	Q04206	Q92769	Q13363	0.341463414634
Q92769	Q04206	Q92769	Q13535	0.415384615385
Q92769	Q04206	Q92769	Q13547	0.135593220339
Q92769	Q04206	Q92769	Q13573	0.0
Q92769	Q04206	Q92769	Q13620	0.225
Q92769	Q04206	Q92769	Q14839	0.415384615385
Q92769	Q04206	Q92769	Q15014	0.285714285714
Q92769	Q04206	Q92769	Q15022	0.415384615385
Q92769	Q04206	Q92769	Q15796	0.0555555555556
Q92769	Q04206	Q92769	Q15910	0.0555555555556
Q92769	Q04206	Q92769	Q16576	0.210526315789
Q92769	Q04206	Q92769	Q16695	0.162162162162
Q92769	Q04206	Q92769	Q16777	0.0
Q92769	Q04206	Q92769	Q16778	0.0
Q92769	Q04206	Q92769	Q59FP7	0.415384615385
Q92769	Q04206	Q92769	Q66X48	0.415384615385
Q92769	Q04206	Q92769	Q7Z6Z7	0.415384615385
Q92769	Q04206	Q92769	Q86X95	0.0277777777778
Q92769	Q04206	Q92769	Q86YP4	0.0540540540541
Q92769	Q04206	Q92769	Q8N5A5	0.0
Q92769	Q04206	Q92769	Q8N9Q1	0.0277777777778
Q92769	Q04206	Q92769	Q8NHZ7	0.0555555555556
Q92769	Q04206	Q92769	Q8TDI0	0.415384615385
Q92769	Q09028	Q92769	Q09028	1.0
Q92769	Q09028	Q92769	Q12834	0.230769230769
Q92769	Q09028	Q92769	Q12873	0.415384615385
Q92769	Q09028	Q92769	Q13242	0.292682926829
Q92769	Q09028	Q92769	Q13363	0.341463414634
Q92769	Q09028	Q92769	Q13535	0.415384615385
Q92769	Q09028	Q92769	Q13547	0.135593220339
Q92769	Q09028	Q92769	Q13573	0.0
Q92769	Q09028	Q92769	Q13620	0.225
Q92769	Q09028	Q92769	Q14839	0.415384615385
Q92769	Q09028	Q92769	Q15014	0.285714285714
Q92769	Q09028	Q92769	Q15022	0.415384615385
Q92769	Q09028	Q92769	Q15796	0.0555555555556
Q92769	Q09028	Q92769	Q15910	0.0555555555556
Q92769	Q09028	Q92769	Q16576	0.210526315789
Q92769	Q09028	Q92769	Q16695	0.162162162162
Q92769	Q09028	Q92769	Q16777	0.0
Q92769	Q09028	Q92769	Q16778	0.0
Q92769	Q09028	Q92769	Q59FP7	0.415384615385
Q92769	Q09028	Q92769	Q66X48	0.415384615385
Q92769	Q09028	Q92769	Q7Z6Z7	0.415384615385
Q92769	Q09028	Q92769	Q86X95	0.0277777777778
Q92769	Q09028	Q92769	Q86YP4	0.0540540540541
Q92769	Q09028	Q92769	Q8N5A5	0.0
Q92769	Q09028	Q92769	Q8N9Q1	0.0277777777778
Q92769	Q09028	Q92769	Q8NHZ7	0.0555555555556
Q92769	Q09028	Q92769	Q8TDI0	0.415384615385
Q92769	Q12834	Q92769	Q12834	1.0
Q92769	Q12834	Q92769	Q12873	0.0625
Q92769	Q12834	Q92769	Q13242	0.45
Q92769	Q12834	Q92769	Q13363	0.55
Q92769	Q12834	Q92769	Q13535	0.0625
Q92769	Q12834	Q92769	Q13547	0.194444444444
Q92769	Q12834	Q92769	Q13573	0.0
Q92769	Q12834	Q92769	Q13620	0.923076923077
Q92769	Q12834	Q92769	Q14839	0.0625
Q92769	Q12834	Q92769	Q15014	0.5
Q92769	Q12834	Q92769	Q15022	0.0625
Q92769	Q12834	Q92769	Q15796	0.166666666667
Q92769	Q12834	Q92769	Q15910	0.166666666667
Q92769	Q12834	Q92769	Q16576	0.571428571429
Q92769	Q12834	Q92769	Q16695	0.357142857143
Q92769	Q12834	Q92769	Q16777	0.0
Q92769	Q12834	Q92769	Q16778	0.0
Q92769	Q12834	Q92769	Q59FP7	0.0625
Q92769	Q12834	Q92769	Q66X48	0.0625
Q92769	Q12834	Q92769	Q7Z6Z7	0.0625
Q92769	Q12834	Q92769	Q86X95	0.0833333333333
Q92769	Q12834	Q92769	Q86YP4	0.153846153846
Q92769	Q12834	Q92769	Q8N5A5	0.0
Q92769	Q12834	Q92769	Q8N9Q1	0.0833333333333
Q92769	Q12834	Q92769	Q8NHZ7	0.166666666667
Q92769	Q12834	Q92769	Q8TDI0	0.0625
Q92769	Q12873	Q92769	Q12873	1.0
Q92769	Q12873	Q92769	Q13242	0.123076923077
Q92769	Q12873	Q92769	Q13363	0.136363636364
Q92769	Q12873	Q92769	Q13535	1.0
Q92769	Q12873	Q92769	Q13547	0.0875
Q92769	Q12873	Q92769	Q13573	0.0
Q92769	Q12873	Q92769	Q13620	0.0615384615385
Q92769	Q12873	Q92769	Q14839	1.0
Q92769	Q12873	Q92769	Q15014	0.0882352941176
Q92769	Q12873	Q92769	Q15022	1.0
Q92769	Q12873	Q92769	Q15796	0.0175438596491
Q92769	Q12873	Q92769	Q15910	0.0175438596491
Q92769	Q12873	Q92769	Q16576	0.0645161290323
Q92769	Q12873	Q92769	Q16695	0.0327868852459
Q92769	Q12873	Q92769	Q16777	0.0
Q92769	Q12873	Q92769	Q16778	0.0
Q92769	Q12873	Q92769	Q59FP7	1.0
Q92769	Q12873	Q92769	Q66X48	1.0
Q92769	Q12873	Q92769	Q7Z6Z7	1.0
Q92769	Q12873	Q92769	Q86X95	0.0
Q92769	Q12873	Q92769	Q86YP4	0.0172413793103
Q92769	Q12873	Q92769	Q8N5A5	0.0
Q92769	Q12873	Q92769	Q8N9Q1	0.0
Q92769	Q12873	Q92769	Q8NHZ7	0.0357142857143
Q92769	Q12873	Q92769	Q8TDI0	1.0
Q92769	Q13242	Q92769	Q13242	1.0
Q92769	Q13242	Q92769	Q13363	0.384615384615
Q92769	Q13242	Q92769	Q13535	0.123076923077
Q92769	Q13242	Q92769	Q13547	0.170731707317
Q92769	Q13242	Q92769	Q13573	0.0
Q92769	Q13242	Q92769	Q13620	0.428571428571
Q92769	Q13242	Q92769	Q14839	0.123076923077
Q92769	Q13242	Q92769	Q15014	0.4
Q92769	Q13242	Q92769	Q15022	0.123076923077
Q92769	Q13242	Q92769	Q15796	0.117647058824
Q92769	Q13242	Q92769	Q15910	0.117647058824
Q92769	Q13242	Q92769	Q16576	0.5
Q92769	Q13242	Q92769	Q16695	0.2
Q92769	Q13242	Q92769	Q16777	0.0
Q92769	Q13242	Q92769	Q16778	0.0
Q92769	Q13242	Q92769	Q59FP7	0.123076923077
Q92769	Q13242	Q92769	Q66X48	0.123076923077
Q92769	Q13242	Q92769	Q7Z6Z7	0.123076923077
Q92769	Q13242	Q92769	Q86X95	0.0588235294118
Q92769	Q13242	Q92769	Q86YP4	0.111111111111
Q92769	Q13242	Q92769	Q8N5A5	0.0
Q92769	Q13242	Q92769	Q8N9Q1	0.0588235294118
Q92769	Q13242	Q92769	Q8NHZ7	0.117647058824
Q92769	Q13242	Q92769	Q8TDI0	0.123076923077
Q92769	Q13363	Q92769	Q13363	1.0
Q92769	Q13363	Q92769	Q13535	0.136363636364
Q92769	Q13363	Q92769	Q13547	0.190476190476
Q92769	Q13363	Q92769	Q13573	0.0
Q92769	Q13363	Q92769	Q13620	0.52380952381
Q92769	Q13363	Q92769	Q14839	0.136363636364
Q92769	Q13363	Q92769	Q15014	0.608695652174
Q92769	Q13363	Q92769	Q15022	0.136363636364
Q92769	Q13363	Q92769	Q15796	0.105263157895
Q92769	Q13363	Q92769	Q15910	0.105263157895
Q92769	Q13363	Q92769	Q16576	0.45
Q92769	Q13363	Q92769	Q16695	0.3
Q92769	Q13363	Q92769	Q16777	0.0
Q92769	Q13363	Q92769	Q16778	0.0
Q92769	Q13363	Q92769	Q59FP7	0.136363636364
Q92769	Q13363	Q92769	Q66X48	0.136363636364
Q92769	Q13363	Q92769	Q7Z6Z7	0.136363636364
Q92769	Q13363	Q92769	Q86X95	0.0526315789474
Q92769	Q13363	Q92769	Q86YP4	0.1
Q92769	Q13363	Q92769	Q8N5A5	0.0
Q92769	Q13363	Q92769	Q8N9Q1	0.0526315789474
Q92769	Q13363	Q92769	Q8NHZ7	0.105263157895
Q92769	Q13363	Q92769	Q8TDI0	0.136363636364
Q92769	Q13535	Q92769	Q13535	1.0
Q92769	Q13535	Q92769	Q13547	0.0875
Q92769	Q13535	Q92769	Q13573	0.0
Q92769	Q13535	Q92769	Q13620	0.0615384615385
Q92769	Q13535	Q92769	Q14839	1.0
Q92769	Q13535	Q92769	Q15014	0.0882352941176
Q92769	Q13535	Q92769	Q15022	1.0
Q92769	Q13535	Q92769	Q15796	0.0175438596491
Q92769	Q13535	Q92769	Q15910	0.0175438596491
Q92769	Q13535	Q92769	Q16576	0.0645161290323
Q92769	Q13535	Q92769	Q16695	0.0327868852459
Q92769	Q13535	Q92769	Q16777	0.0
Q92769	Q13535	Q92769	Q16778	0.0
Q92769	Q13535	Q92769	Q59FP7	1.0
Q92769	Q13535	Q92769	Q66X48	1.0
Q92769	Q13535	Q92769	Q7Z6Z7	1.0
Q92769	Q13535	Q92769	Q86X95	0.0
Q92769	Q13535	Q92769	Q86YP4	0.0172413793103
Q92769	Q13535	Q92769	Q8N5A5	0.0
Q92769	Q13535	Q92769	Q8N9Q1	0.0
Q92769	Q13535	Q92769	Q8NHZ7	0.0357142857143
Q92769	Q13535	Q92769	Q8TDI0	1.0
Q92769	Q13547	Q92769	Q13547	1.0
Q92769	Q13547	Q92769	Q13573	0.0
Q92769	Q13547	Q92769	Q13620	0.189189189189
Q92769	Q13547	Q92769	Q14839	0.0875
Q92769	Q13547	Q92769	Q15014	0.166666666667
Q92769	Q13547	Q92769	Q15022	0.0875
Q92769	Q13547	Q92769	Q15796	0.03125
Q92769	Q13547	Q92769	Q15910	0.03125
Q92769	Q13547	Q92769	Q16576	0.138888888889
Q92769	Q13547	Q92769	Q16695	0.117647058824
Q92769	Q13547	Q92769	Q16777	0.0
Q92769	Q13547	Q92769	Q16778	0.0
Q92769	Q13547	Q92769	Q59FP7	0.0875
Q92769	Q13547	Q92769	Q66X48	0.0875
Q92769	Q13547	Q92769	Q7Z6Z7	0.0875
Q92769	Q13547	Q92769	Q86X95	0.0322580645161
Q92769	Q13547	Q92769	Q86YP4	0.030303030303
Q92769	Q13547	Q92769	Q8N5A5	0.0
Q92769	Q13547	Q92769	Q8N9Q1	0.0322580645161
Q92769	Q13547	Q92769	Q8NHZ7	0.03125
Q92769	Q13547	Q92769	Q8TDI0	0.0875
Q92769	Q13573	Q92769	Q13573	1.0
Q92769	Q13573	Q92769	Q13620	0.0
Q92769	Q13573	Q92769	Q14839	0.0
Q92769	Q13573	Q92769	Q15014	0.0
Q92769	Q13573	Q92769	Q15022	0.0
Q92769	Q13573	Q92769	Q15796	0.0
Q92769	Q13573	Q92769	Q15910	0.0
Q92769	Q13573	Q92769	Q16576	0.0
Q92769	Q13573	Q92769	Q16695	0.0
Q92769	Q13573	Q92769	Q16777	1.0
Q92769	Q13573	Q92769	Q16778	1.0
Q92769	Q13573	Q92769	Q59FP7	0.0
Q92769	Q13573	Q92769	Q66X48	0.0
Q92769	Q13573	Q92769	Q7Z6Z7	0.0
Q92769	Q13573	Q92769	Q86X95	0.0
Q92769	Q13573	Q92769	Q86YP4	0.0
Q92769	Q13573	Q92769	Q8N5A5	1.0
Q92769	Q13573	Q92769	Q8N9Q1	0.0
Q92769	Q13573	Q92769	Q8NHZ7	0.0
Q92769	Q13573	Q92769	Q8TDI0	0.0
Q92769	Q13620	Q92769	Q13620	1.0
Q92769	Q13620	Q92769	Q14839	0.0615384615385
Q92769	Q13620	Q92769	Q15014	0.47619047619
Q92769	Q13620	Q92769	Q15022	0.0615384615385
Q92769	Q13620	Q92769	Q15796	0.153846153846
Q92769	Q13620	Q92769	Q15910	0.153846153846
Q92769	Q13620	Q92769	Q16576	0.533333333333
Q92769	Q13620	Q92769	Q16695	0.428571428571
Q92769	Q13620	Q92769	Q16777	0.0
Q92769	Q13620	Q92769	Q16778	0.0
Q92769	Q13620	Q92769	Q59FP7	0.0615384615385
Q92769	Q13620	Q92769	Q66X48	0.0615384615385
Q92769	Q13620	Q92769	Q7Z6Z7	0.0615384615385
Q92769	Q13620	Q92769	Q86X95	0.0769230769231
Q92769	Q13620	Q92769	Q86YP4	0.230769230769
Q92769	Q13620	Q92769	Q8N5A5	0.0
Q92769	Q13620	Q92769	Q8N9Q1	0.0769230769231
Q92769	Q13620	Q92769	Q8NHZ7	0.153846153846
Q92769	Q13620	Q92769	Q8TDI0	0.0615384615385
Q92769	Q14839	Q92769	Q14839	1.0
Q92769	Q14839	Q92769	Q15014	0.0882352941176
Q92769	Q14839	Q92769	Q15022	1.0
Q92769	Q14839	Q92769	Q15796	0.0175438596491
Q92769	Q14839	Q92769	Q15910	0.0175438596491
Q92769	Q14839	Q92769	Q16576	0.0645161290323
Q92769	Q14839	Q92769	Q16695	0.0327868852459
Q92769	Q14839	Q92769	Q16777	0.0
Q92769	Q14839	Q92769	Q16778	0.0
Q92769	Q14839	Q92769	Q59FP7	1.0
Q92769	Q14839	Q92769	Q66X48	1.0
Q92769	Q14839	Q92769	Q7Z6Z7	1.0
Q92769	Q14839	Q92769	Q86X95	0.0
Q92769	Q14839	Q92769	Q86YP4	0.0172413793103
Q92769	Q14839	Q92769	Q8N5A5	0.0
Q92769	Q14839	Q92769	Q8N9Q1	0.0
Q92769	Q14839	Q92769	Q8NHZ7	0.0357142857143
Q92769	Q14839	Q92769	Q8TDI0	1.0
Q92769	Q15014	Q92769	Q15014	1.0
Q92769	Q15014	Q92769	Q15022	0.0882352941176
Q92769	Q15014	Q92769	Q15796	0.111111111111
Q92769	Q15014	Q92769	Q15910	0.111111111111
Q92769	Q15014	Q92769	Q16576	0.4
Q92769	Q15014	Q92769	Q16695	0.25
Q92769	Q15014	Q92769	Q16777	0.0
Q92769	Q15014	Q92769	Q16778	0.0
Q92769	Q15014	Q92769	Q59FP7	0.0882352941176
Q92769	Q15014	Q92769	Q66X48	0.0882352941176
Q92769	Q15014	Q92769	Q7Z6Z7	0.0882352941176
Q92769	Q15014	Q92769	Q86X95	0.0555555555556
Q92769	Q15014	Q92769	Q86YP4	0.105263157895
Q92769	Q15014	Q92769	Q8N5A5	0.0
Q92769	Q15014	Q92769	Q8N9Q1	0.0555555555556
Q92769	Q15014	Q92769	Q8NHZ7	0.111111111111
Q92769	Q15014	Q92769	Q8TDI0	0.0882352941176
Q92769	Q15022	Q92769	Q15022	1.0
Q92769	Q15022	Q92769	Q15796	0.0175438596491
Q92769	Q15022	Q92769	Q15910	0.0175438596491
Q92769	Q15022	Q92769	Q16576	0.0645161290323
Q92769	Q15022	Q92769	Q16695	0.0327868852459
Q92769	Q15022	Q92769	Q16777	0.0
Q92769	Q15022	Q92769	Q16778	0.0
Q92769	Q15022	Q92769	Q59FP7	1.0
Q92769	Q15022	Q92769	Q66X48	1.0
Q92769	Q15022	Q92769	Q7Z6Z7	1.0
Q92769	Q15022	Q92769	Q86X95	0.0
Q92769	Q15022	Q92769	Q86YP4	0.0172413793103
Q92769	Q15022	Q92769	Q8N5A5	0.0
Q92769	Q15022	Q92769	Q8N9Q1	0.0
Q92769	Q15022	Q92769	Q8NHZ7	0.0357142857143
Q92769	Q15022	Q92769	Q8TDI0	1.0
Q92769	Q15796	Q92769	Q15796	1.0
Q92769	Q15796	Q92769	Q15910	1.0
Q92769	Q15796	Q92769	Q16576	0.0909090909091
Q92769	Q15796	Q92769	Q16695	0.125
Q92769	Q15796	Q92769	Q16777	0.0
Q92769	Q15796	Q92769	Q16778	0.0
Q92769	Q15796	Q92769	Q59FP7	0.0175438596491
Q92769	Q15796	Q92769	Q66X48	0.0175438596491
Q92769	Q15796	Q92769	Q7Z6Z7	0.0175438596491
Q92769	Q15796	Q92769	Q86X95	0.5
Q92769	Q15796	Q92769	Q86YP4	0.666666666667
Q92769	Q15796	Q92769	Q8N5A5	0.0
Q92769	Q15796	Q92769	Q8N9Q1	0.5
Q92769	Q15796	Q92769	Q8NHZ7	0.333333333333
Q92769	Q15796	Q92769	Q8TDI0	0.0175438596491
Q92769	Q15910	Q92769	Q15910	1.0
Q92769	Q15910	Q92769	Q16576	0.0909090909091
Q92769	Q15910	Q92769	Q16695	0.125
Q92769	Q15910	Q92769	Q16777	0.0
Q92769	Q15910	Q92769	Q16778	0.0
Q92769	Q15910	Q92769	Q59FP7	0.0175438596491
Q92769	Q15910	Q92769	Q66X48	0.0175438596491
Q92769	Q15910	Q92769	Q7Z6Z7	0.0175438596491
Q92769	Q15910	Q92769	Q86X95	0.5
Q92769	Q15910	Q92769	Q86YP4	0.666666666667
Q92769	Q15910	Q92769	Q8N5A5	0.0
Q92769	Q15910	Q92769	Q8N9Q1	0.5
Q92769	Q15910	Q92769	Q8NHZ7	0.333333333333
Q92769	Q15910	Q92769	Q8TDI0	0.0175438596491
Q92769	Q16576	Q92769	Q16576	1.0
Q92769	Q16576	Q92769	Q16695	0.214285714286
Q92769	Q16576	Q92769	Q16777	0.0
Q92769	Q16576	Q92769	Q16778	0.0
Q92769	Q16576	Q92769	Q59FP7	0.0645161290323
Q92769	Q16576	Q92769	Q66X48	0.0645161290323
Q92769	Q16576	Q92769	Q7Z6Z7	0.0645161290323
Q92769	Q16576	Q92769	Q86X95	0.0
Q92769	Q16576	Q92769	Q86YP4	0.0833333333333
Q92769	Q16576	Q92769	Q8N5A5	0.0
Q92769	Q16576	Q92769	Q8N9Q1	0.0
Q92769	Q16576	Q92769	Q8NHZ7	0.2
Q92769	Q16576	Q92769	Q8TDI0	0.0645161290323
Q92769	Q16695	Q92769	Q16695	1.0
Q92769	Q16695	Q92769	Q16777	0.0
Q92769	Q16695	Q92769	Q16778	0.0
Q92769	Q16695	Q92769	Q59FP7	0.0327868852459
Q92769	Q16695	Q92769	Q66X48	0.0327868852459
Q92769	Q16695	Q92769	Q7Z6Z7	0.0327868852459
Q92769	Q16695	Q92769	Q86X95	0.142857142857
Q92769	Q16695	Q92769	Q86YP4	0.25
Q92769	Q16695	Q92769	Q8N5A5	0.0
Q92769	Q16695	Q92769	Q8N9Q1	0.142857142857
Q92769	Q16695	Q92769	Q8NHZ7	0.0
